가게 이름,별점,리뷰 수,태그들
보람부대찌게,0,0,
이조모밀 상계점,0,0,"#노포, #제로페이"
행복한밥상,5.0,1,#제로페이
낙원떡집,0,0,#제로페이
원조상계동냉면,5.0,1,
원조OK온옥림냉면,2.8,4,
애주가,0,0,
롯데리아 GS마트상계점,4.2,6,"#카카오페이, #제로페이"
감탄떡볶이 보람점,3.0,3,#제로페이
카프리광장,4.0,1,#제로페이
피자스쿨 상계보람점,2.0,10,#제로페이
고기반햄반김치찌개김치찜 상계점,5.0,1,"#혼밥, #제로페이"
삼겹살데이 상계점,0,0,
다꼬치네 상계본점,0,0,
파리바게뜨 상계보람점,1.8,10,"#카카오페이, #제로페이"
복시루,1.0,1,#제로페이
북경,2.1,7,
꽃쟁반 참숯소갈비살,3.0,2,#제로페이
장대표빈대떡,0,0,
한신식당,0,0,#제로페이
옛날통닭 상계점,5.0,6,#제로페이
돈앤쭈,4.8,4,
상계우리수산,4.5,11,#제로페이
비어블루,0,0,#제로페이
우림생고기곱창,5.0,5,#제로페이
소문난떡집,0,0,#제로페이
상구비어 상계점,0,0,#제로페이
송삼원,0,0,
송삼례중화요리,4.7,7,#제로페이
꼬꼬스토리 상계보람점,4.7,15,#제로페이
맛닭꼬 상계보람점,5.0,1,
인생피자 상계점,4.0,5,"#1인피자, #가성비좋은, #데이트코스, #분위기좋은, #야외테라스, #피맥, #제로페이"
김밥나라,0,0,
뚱땡이왕족발,5.0,2,"#회식장소, #제로페이"
우리할매떡볶이 상계점,3.0,6,
나다미,0,0,
봉구스밥버거 창동본사봉구스,0,0,
134카츠모밀,5.0,1,#혼밥
규빈맘도시락 2호점,0,0,
고봉민김밥인 서울노원구청점,1.7,3,
유성돌솥밥찌개마을 노원점,3.0,2,#제로페이
아사쿠사,0,0,
어장촌생선구이,4.1,19,"#점심특선, #제로페이"
연해주,0,0,
횡성축협한우전문점,3.0,4,"#24시간식당, #점심식사, #제로페이"
청춘포차,1.5,2,
웰컴투돈맛골,0,0,
피크밀,5.0,2,#카카오페이
땅스부대찌개 상계점,3.7,7,#제로페이
스마일명품찹쌀꽈배기 수락산점,5.0,5,
7080써니라이브,0,0,#제로페이
썸머타이,4.3,81,#제로페이
모갸또,4.6,39,
,34,,
꽃길애,0,0,
빈스링,4.8,14,"#선한영향력가게, #이동약자접근, #제로페이"
바다와새우,4.6,16,#제로페이
마세다린가마로강정 노원상계점,2.3,4,"#가마로강정, #국물떡볶이, #노원구강정, #단체주문가능, #매콤강정"
감희리,4.7,3,"#노포, #레트로풍, #점심식사, #혼밥, #혼술"
불타는낙지 노원점,4.0,1,
노원왕십리신곱창,3.3,11,"#회식장소, #제로페이"
맘스터치 노원상계보람점,3.0,1,#카카오페이
가장맛있는족발 보람마들점,4.1,7,#제로페이
감악산생소금구이,5.0,2,"#노포, #제로페이"
제주까망돼지,4.2,5,
김장하는고깃집 향산리 노원보람점,4.0,3,
일가일품,5.0,1,#제로페이
정통춘천닭갈비,4.2,6,#제로페이
쌍둥이네종로빈대떡,0,0,
김가네,5.0,4,"#노포, #제로페이"
하이덴치킨 노원점,5.0,2,#제로페이
교촌치킨 상계보람점,1.9,15,#제로페이
상계동갈비 노원점,4.4,8,"#점심식사, #점심특선, #카카오페이, #제로페이"
치킨앤덤 본점,0,0,
내겐식탁,4.8,4,"#이태리가정식, #혼밥"
본죽 상계보람점,3.7,3,#제로페이
678치킨 마들점,5.0,1,#제로페이
정도,4.3,6,"#카카오페이, #제로페이"
따띠삼겹 상계점,5.0,1,
치킨마루 보람한신직영점,4.2,9,#제로페이
달리아앨리,5.0,1,"#노원답례, #노원떡케이크, #상계떡케이크, #상차림떡, #레터링케이크, #상견례, #수제디저트, #케이크주문제작, #카카오페이, #제로페이"
미성각,2.8,4,#혼밥
박대박부대찌개 노원본점,3.9,16,#제로페이
전주콩나루콩나물국밥 상계직영점,3.3,10,"#아침식사, #점심식사, #제로페이"
신의주찹쌀순대,0,0,"#카카오페이, #제로페이"
신의주찹쌀순대 노원구청점,3.1,7,#혼밥
리더스바,0,0,
동경1993,4.2,5,"#상견례, #점심식사, #제로페이"
원명품생태전문 본점,3.3,15,#제로페이
로비스트바,0,0,
마들꼼장어,0,0,
노원 징기스칸전문점,0,0,
항도,5.0,2,"#가족모임, #상견례, #일식코스요리, #친목모임, #회식장소, #제로페이"
풍천명품장어구이 능이오리,3.6,5,"#모임장소, #점심식사, #점심특선, #제로페이"
위안바오,3.8,90,#제로페이
남원추어탕,5.0,1,#제로페이
걸작떡볶이치킨 노원상계점,1.4,7,#제로페이
북창동찌개마을 노원점,2.0,4,
손옛날짜장,4.2,19,"#노원역맛집, #중식, #중화요리, #짜장면, #짬뽕, #혼밥, #제로페이"
스시호,3.0,5,"#점심특선, #혼밥, #제로페이"
옛날통닭,5.0,1,
포샌,4.3,6,#혼밥
진가주가,5.0,3,"#혼술, #카카오페이, #제로페이"
구석집낙곱새 노원본점,3.3,12,"#점심식사, #점심특선"
쯔이코,3.3,11,"#일본가정식, #점심식사, #혼밥, #제로페이"
마루호프,0,0,
까무네수제고로케,0,0,
뺑드맘마,4.9,10,"#이국적인, #제로페이"
굽네치킨 상계보람점,3.4,12,#제로페이
1986베이커,4.5,26,#제로페이
미스터피자 상계점,4.1,15,"#1인피자, #혼밥, #제로페이"
박가네 차돌박,4.7,3,#제로페이
보람동태탕,5.0,1,"#가성비좋은, #아침식사, #점심식사, #친목모임, #혼밥, #혼술, #제로페이"
예촌,0,0,
전골의법칙 얼큰한곱창전골 노원점,0,0,
들창코 상계직영점,3.0,2,#제로페이
또래오래 상계보람점,2.0,1,
일심해장국 상계점,3.1,15,"#혼밥, #제로페이"
큰길기사님식당,0,0,
시카고분식쟁이,5.0,1,#제로페이
서울회관 상계점,3.0,5,"#카카오페이, #제로페이"
버거온,5.0,3,"#혼밥, #제로페이"
옛날국수,4.0,1,
전복추어탕,4.7,6,"#점심식사, #혼밥, #제로페이"
영월동강오리,0,0,#제로페이
뽕쉡,2.5,11,"#혼밥, #제로페이"
아오만두,0,0,
문지원의 열정스시,3.6,28,"#데이트코스, #점심특선, #혼밥, #제로페이"
명랑핫도그 상계보람점,4.3,3,"#카카오페이, #제로페이"
정임식당,0,0,
고골정임이네집밥,5.0,6,
,0,,
닥엔돈스 서울상계점,3.5,2,#제로페이
용두골,0,0,
호동반점,0,0,
EFC치킨,5.0,4,#제로페이
좋은날엔시루나라,0,0,
상계동 원조닭갈비,3.8,31,"#국물닭갈비, #노계, #닭갈비, #닭내장, #허파볶음, #노포, #제로페이"
수상한찜닭 상계점,0,0,
웰덤치킨 상계1호점,0,0,
지그미,0,0,#제로페이
시시시샐러드,4.0,1,#건강식
정성닭발,0,0,
돼지포장마차,0,0,
오늘은 새우회 노원점,0,0,
,48,,
상계소금구이,4.6,14,#노포
트웰브,5.0,2,"#건강식, #제로페이"
줄리아치킨호프,0,0,#제로페이
황금곱창,0,0,
백년손님,0,0,
너와나노래주점,0,0,
전주콩나물국밥,3.2,15,"#점심식사, #혼밥, #제로페이"
두부마을,5.0,1,
포메인 노원점,3.2,14,"#점심식사, #혼밥"
007BAR,0,0,
아바LP뮤직바,4.4,5,"#LP바, #뮤직펍, #제로페이"
참맛깔곱창 노원점,5.0,1,#제로페이
순결한 곱창 노원점,1.0,1,
버텍스 노원점,0,0,"#방문포장, #배달"
심야중식,5.0,1,#제로페이
파스타딜리 노원점,0,0,
오마카세덮밥,0,0,
아차산매운떡볶이 서울상계점,0,0,
호수커피호프,0,0,
신당동 즉석떡볶이나라,0,0,
아웃백스테이크하우스 노원점,3.8,50,"#점심식사, #카카오페이"
콩부자 노원역점,2.6,9,"#혼밥, #제로페이"
공간호프,0,0,
내고향집,0,0,"#24시간식당, #민속주점, #분위기좋은, #술한잔하기좋은, #제로페이"
가마로강정,0,0,
빵팔오,4.9,11,#제로페이
돈카춘 노원점,4.2,10,"#경양식요리, #혼밥, #제로페이"
기자사우나 식당,0,0,
버거리 서울노원역점,5.0,2,#카카오페이
왕십리조개창고 노원점,3.2,51,"#가족모임, #고기뷔페, #데이트코스, #세계맥주, #시푸드뷔페, #조개구이무한리필, #친목모임, #회식장소, #제로페이"
털보고된이,5.0,4,#제로페이
숨케이크,3.3,7,"#감성카페, #데이트코스, #디저트카페, #레터링케이크, #루프탑있는, #애견동반카페, #케이크주문제작, #카카오페이, #제로페이"
창신동매운족발 노원점,5.0,2,
육회먹은꼬막 노원점,0,0,
냉면끝집 노원점,0,0,"#카카오페이, #제로페이"
도리당 노원점,0,0,"#카카오페이, #제로페이"
호적,4.9,46,"#노원애견동반와인, #노원와인바, #노원혼술와인, #떡볶이와인바, #노원역조용한술집, #분위기좋은, #혼술"
7번가피자 상계점,4.0,6,#제로페이
수시로스시,3.5,33,"#이동약자접근, #점심식사, #혼밥, #제로페이"
골목삼겹 상계점,0,0,"#혼술, #제로페이"
이박매운갈비찜 노원점,0,0,#제로페이
석화굴밥,5.0,1,
복삼계탕,0,0,
핀핀베이크,0,0,#수제케이크
달콤한소리,0,0,
감동식당,4.8,515,"#노원갈비찜, #노원등갈비, #노원맛집, #마들맛집, #상계맛집, #제로페이"
하이탕후루,0,0,
낙지한마리수제비 노원점,3.8,19,#제로페이
인생아구찜 노원도봉점,5.0,4,#제로페이
함남곱창 노원점,5.0,3,#제로페이
순결한곱창 노원점,0,0,
미쳐버린파닭 상계중계점,5.0,2,
향토어탕국수,0,0,
떡무꼬빨닭 노원점,0,0,
초록분식,0,0,
배달삼겹직구삼 노원1호점,5.0,1,
도니도니랩,0,0,
모두의죽 상계점,4.0,4,
달려라짜장,5.0,1,#제로페이
향순네,0,0,
산더미짬뽕 상계본점,1.0,1,"#혼밥, #혼술"
오돌이불닭발 노원1호점,0,0,
토마토is하루애,0,0,#제로페이
꿩대신닭,0,0,
더샵정육식당 상계점,0,0,"#가족모임, #분위기좋은, #정육식당, #친목모임, #회식장소, #제로페이"
순대트럭,5.0,1,"#순대, #순대차, #팔천순대, #순대트럭, #토종순대"
밀스,4.3,16,#제로페이
피자창고,5.0,5,"#다트, #피맥, #피자펍"
오동곱창막창,5.0,9,#제로페이
해궁,5.0,4,#제로페이
슬로우앤스테디,5.0,1,
진스쿡,5.0,1,"#경양식요리, #혼밥"
볏짚돌,0,0,
만원수산,4.0,9,"#전통음식, #제로페이"
호두갈비,3.5,10,"#가족모임, #점심식사, #친목모임, #회식장소, #제로페이"
육해공포차,0,0,
섬마을회,0,0,
손큰원조할매순대국 상계점,5.0,2,#제로페이
부여집실내포차,0,0,
소영이네백반,0,0,
오늘은빈대떡,0,0,#제로페이
별,0,0,#제로페이
토핑불닭발,0,0,
,12,,
토영자갈치곰장어,4.4,9,"#안심식당, #제로페이"
트리플세븐,5.0,6,"#세계맥주, #웨스턴바, #칵테일바, #피맥, #혼술"
보스턴피자,5.0,5,
버거킹 창동역점,3.1,17,"#혼밥, #카카오페이"
외길곱창 상계점,3.7,3,
청기와타운 노원역점,2.9,45,"#점심식사, #친목모임, #제로페이"
옛날칼국수,3.1,85,#제로페이
육전국밥 노원역점,3.8,9,"#혼밥, #제로페이"
노원별밤,2.0,2,
울산밀면,4.8,4,"#노포, #제로페이"
오봉도시락 노원역점,0,0,#혼밥
봉구스밥버거 노원역점,2.4,9,#혼밥
샐러드로우&트라타 노원점,3.9,10,"#건강식, #멕시코요리, #수제맥주, #혼밥, #카카오페이, #제로페이"
보배반점 노원역점,4.1,18,"#혼밥, #카카오페이, #제로페이"
지숙봉멸치국수꼬마김밥,4.2,11,"#점심식사, #혼밥, #제로페이"
길조,3.0,3,"#분위기좋은, #혼술"
쇼비디오쟈키,5.0,4,"#OPDPOP, #노원뮤직펍, #쇼비디오자키, #올드팝카페, #음악호프집, #데이트코스, #분위기좋은, #친목모임, #혼술, #회식장소, #제로페이"
투파인드피터 노원점,4.6,43,"#가족모임, #데이트코스, #소개팅, #친목모임, #제로페이"
손큰할매순대국 신노원역점,0,0,#카카오페이
굿맘할매순대국&양선지해장국 노원역점,3.2,15,"#혼밥, #제로페이"
이오냉면 노원점,4.0,27,"#노포, #제로페이"
까르보엔피자,5.0,1,"#데이트코스, #제로페이"
스파게티스토리,4.8,12,
포차이야기,0,0,
주경야돈,0,0,"#가족모임, #노포"
허니파인,0,0,#제로페이
한창희천하일면 노원점,5.0,4,
소우주,4.8,11,"#노원술집, #노원역맛집, #노원역술집, #노원역이자카야, #노원이자카야, #룸술집, #술한잔하기좋은"
마요나카,5.0,1,
상계동떡볶이,0,0,
엉터리생고기 노원점,4.4,7,"#정육식당, #친목모임, #회식장소, #제로페이"
더맛있는족발보쌈 노원점,4.4,5,"#노원맛집, #노원역맛집, #보쌈, #족발, #노원족발"
,48,,
술먹구가,4.4,9,"#룸술집, #친목모임"
모여모여포장마차,0,0,
현덕육회 노원점,4.4,8,"#빈티지분위기, #제로페이"
바다장어구이장어탕물회,5.0,1,
꼬끼닭,5.0,2,#제로페이
열정비어 노원역점,5.0,1,
오춘자비어 노원역점,0,0,"#술한잔하기좋은, #스몰비어, #제로페이"
숯돌이곱창&곱창다방 노원역점,1.0,2,#제로페이
김여주피자 노원점,4.0,1,
배떡 노원점,0,0,
뽁당 볶음밥 노원점,0,0,"#카카오페이, #제로페이"
원조동태,0,0,#점심식사
스시하쿠야,4.4,29,"#카카오페이, #제로페이"
삼시족발,0,0,
브라더 한정식도시락 노원점,0,0,"#단체도시락, #도시락배달, #세미나도시락, #행사도시락, #고급도시락, #결혼식피로연, #친목모임, #회식장소, #제로페이"
아이스크림스토리 상계행복점,0,0,
윤이불닭발 노원점,1.0,1,"#국물닭발, #닭발, #무뼈닭발, #야식, #튤립닭발, #경양식요리"
삼오집,0,0,
엠브이피자,0,0,
얼음왕국 상계291호점,5.0,1,#제로페이
삼삼집,0,0,
남원마당쇠추어탕,5.0,6,#제로페이
빵의나라,0,0,
꼬꼬인더박스 노원점,0,0,
쉐프의1인족발보쌈,0,0,
김현우족발보쌈,0,0,
명품한식사랑,0,0,
정성갈비찜도시락 노원점,0,0,
명품동태탕,0,0,#제로페이
반올림피자 상계중계점,3.0,3,
영동족발&보쌈 노원본점,4.6,11,"#노원맛집, #보쌈맛집, #족발맛집, #제로페이"
인생술집,4.6,9,
60계 상계점,2.4,8,#제로페이
경성마라탕,0,0,
윤가네김치찜,0,0,
일품정,3.6,15,"#아침식사, #혼밥, #제로페이"
속초신고집,1.0,1,#점심특선
,1,,
국민사랑포차 상계점,0,0,
,40,,
,4,,
삼남매횟집,0,0,
옛날치킨코코 상계점,1.0,1,#제로페이
열심참치,4.5,2,
장가네장충왕족발,0,0,
장충왕족발,0,0,
진영삼계탕,1.0,1,#제로페이
신군산횟집,0,0,#회포장
바 호호야,5.0,1,#위스키바
BAR hohoya,5.0,1,"#칵테일바, #혼술"
홍지원도시락분식,0,0,
제로빵집,5.0,3,"#카카오페이, #제로페이"
시골청국장,5.0,1,#제로페이
대한냉면,0,0,
꾸브라꼬숯불두마리치킨 상계점,0,0,
마법사꽈베기도너츠,0,0,#제로페이
주주하우스,5.0,1,
치킨의신,0,0,#제로페이
최대섭대박김밥 상계역점,5.0,4,"#혼밥, #제로페이"
개성족발보쌈,4.0,4,
참치라이더,0,0,#제로페이
땅땅치킨 상계점,5.0,2,#제로페이
손큰밥상,5.0,1,#제로페이
동네떡볶이,0,0,
웅녀옛날통닭 노원상계점,0,0,
쫄면주는삼겹본능 상계역점,0,0,
공원닭한마리닭칼국수 본점,4.8,5,#제로페이
청춘닭꼬치 상계점,5.0,2,
토핑닭꼬치,0,0,
예산참숯갈비,3.0,2,"#노포, #제로페이"
마장동고기집 상계점,3.0,6,"#정육식당, #제로페이"
돈벼락,0,0,#제로페이
끓볶,0,0,
고향손칼국수,4.4,19,"#혼밥, #제로페이"
당케다이닝,0,0,
곱대닭,0,0,
당케,0,0,#혼술
천화원,0,0,
이씨네손만두,3.7,3,#제로페이
또래오래 노원상계역점,4.0,1,#제로페이
쌀국수소바,0,0,
로데오호프,0,0,
도미노피자 당고개점,2.9,9,#제로페이
미스터아구 상계점,2.5,16,"#점심식사, #점심특선, #친목모임"
전민규의황제누룽지탕 노원직영점,2.9,51,"#가족모임, #제로페이"
바다해물탕,0,0,
으뜸스시 노원직영점,4.1,9,"#점심특선, #혼밥, #회전초밥"
이화수전통육개장 서울노원역점,4.3,4,#혼밥
베이커스랩 노원역점,0,0,
네모밀,0,0,
인성참치 노원본점,0,0,
원조 나드리장터순대국,0,0,
썸타는치킨찜닭떡볶이포차 노원점,0,0,
본죽&비빔밥cafe 노원7단지점,3.2,13,"#죽전문점, #제로페이"
,5,,
미소야 노원역점,2.8,12,"#혼밥, #제로페이"
샵노원포차 본점,0,0,
노원육회,4.8,5,"#혼술, #제로페이"
미스타교자 노원점,5.0,1,"#혼술, #제로페이"
골목포차,0,0,
동경규동 노원역점,4.7,15,"#일본가정식, #혼밥, #제로페이"
아오리의행방불명 노원점,3.3,27,"#혼밥, #제로페이"
1988옛날통닭 상계점,0,0,
짝궁뎅이,0,0,
빽보이피자 노원역점,3.0,1,"#피맥, #카카오페이"
여우애김밥 노원점,3.9,14,"#혼밥, #제로페이"
후타츠 노원점,4.3,27,"#혼밥, #카카오페이, #제로페이"
파삼솥뚜껑삼겹살 노원점,0,0,"#친목모임, #카카오페이, #제로페이"
허벌나게맛있는곱창,0,0,
숲,4.6,5,"#노포, #제로페이"
정직유부 노원역점,4.2,5,"#노원맛집, #노원역, #유부, #초밥, #혼밥맛집, #이동약자접근, #혼밥, #카카오페이, #제로페이"
쭈꾸쭈꾸미,0,0,#봄제철음식
수제신고로케 노원점,0,0,
전세계빈대떡,5.0,2,#제로페이
술친구,0,0,
제육의법칙 노원점,0,0,#제로페이
시미코무스시,4.8,9,"#데이트, #맛집, #사시미, #소개팅, #초밥, #점심식사, #혼밥"
구삼짜글이 상계점,0,0,#혼밥
빈이닭발,0,0,
오이시이 본점,4.5,28,"#혼밥, #제로페이"
피자애 노원역점,0,0,"#피맥, #제로페이"
윤셰프노원핫도그,0,0,
신닭발닭날개,4.6,13,#제로페이
다함닭갈비,2.4,8,
운천숯불구이,4.6,17,"#노포, #친목모임, #회식장소, #제로페이"
감악산 왕솥뚜껑,4.1,7,#제로페이
일번지소한마리정육식당 노원본점,2.5,8,"#가족모임, #점심식사, #점심특선, #정육식당, #제로페이"
낙원,1.8,5,
버터시즌,0,0,#카카오페이
